,GloGEM,PyGEM,OGGM,Median_RF
RHINE,1.2279530553168316,1.0376831745177182,1.5750805225408147,1.2279530553168316
RHONE,3.078525224628713,2.427074127258839,3.3405216636363053,3.078525224628713
PO,0.9468472984257426,0.791506085973254,1.1397935462291624,0.9468472984257426
DANUBE,1.1439214111633662,1.0426427746481246,1.5030113129167335,1.1439214111633662
TITICACA,0.5986455975396039,0.5208561237682261,1.039408473089307,0.5986455975396039
SANTA,0.8205615962178217,0.6659199692202881,1.0693128106747523,0.8205615962178217
OCONA,0.0539045645346533,0.033282714130680194,0.074954441678697,0.0539045645346533
MAJES,0.0447722852425742,0.02891752792284805,0.0780696755320891,0.0447722852425742
MAGDALENA,0.203828712811881,0.19004336777436748,0.20752191077782173,0.203828712811881
AMAZON,3.20901592590099,2.6486202764213633,6.412262672405941,3.20901592590099
YELCHO,1.3286251966782177,1.1070041754866855,0.8422656129820794,1.1070041754866855
VALDIVIA,0.2230379298019799,0.1814176209015845,0.15852906181880788,0.1814176209015845
SERRANO,8.215364142490099,3.7323743186444194,3.7131031966972974,3.7323743186444194
RAPEL,0.6874299989950493,0.41672053085748645,0.6139492532004925,0.6139492532004925
PUELO,1.2361487264455446,0.9164335876586329,0.619548358070894,0.9164335876586329
PASCUA,13.830192981871287,7.3286885163795095,6.803724361412174,7.3286885163795095
PALENA,1.9104324599504952,1.5931172445595472,1.541523945914613,1.5931172445595472
HUASCO,0.03235477086633655,0.01922745501701385,0.023468319295419898,0.023468319295419898
COPIAPO,0.035077546495049405,0.022316728366873997,0.02401993895430065,0.02401993895430065
CISNES,0.34335519478217813,0.32314301337646123,0.3180775282157452,0.32314301337646123
BIOBIO,0.2477464579653464,0.2025412806900403,0.18820350429715654,0.2025412806900403
BAKER,12.761694564599011,7.427697297165691,6.060814172171451,7.427697297165691
AZOPARDO,0.08838889684158395,0.06932527821090434,0.06647618423580279,0.06932527821090434
AISEN,0.7394309452673267,0.6185082934375763,0.5841968651399252,0.6185082934375763
SANTA CRUZ,23.04638375679208,11.89124841606677,9.050720518612964,11.89124841606677
NEGRO,0.11642301922772261,0.07685536917806099,0.11188617404489984,0.11188617404489984
COLORADO,2.2345990479752476,1.1831397737210962,2.1037039453677346,2.1037039453677346
CHICO,0.0794441274950493,0.05087259577669405,0.061474315788494396,0.061474315788494396
TORNEALVEN,0.09427309318811875,0.11236396427327394,0.12101770968552755,0.11236396427327394
THJORSA,3.951828812935643,3.2336692561081706,4.936176658552364,3.951828812935643
OLFUSA,2.5840603972871286,2.5513752245307213,3.38252762568802,2.5840603972871286
LULEALVEN,0.8779692973960396,0.984518205863554,0.8871902242229068,0.8871902242229068
KUBAN,0.6544690080990099,0.5580548102770662,0.6447959370812292,0.6447959370812292
KALIXALVEN,0.106373079361386,0.1157378934664987,0.1115874699185218,0.1115874699185218
GLOMAA,0.8582944465643564,1.0723129793129942,0.9167535819904703,0.9167535819904703
DRAMSELVA,0.11010714463366325,0.13643262968994918,0.12196899251235324,0.12196899251235324
SVARTA,1.0096652089356435,0.8552281566540347,1.1462294065778913,1.0096652089356435
LAGARFLJOT,0.6386702659999999,0.6785371090194228,0.8366178717667216,0.6785371090194228
JOKULSA A FJOLLUM,4.811213044376238,3.6469058858428127,7.113777788181553,4.811213044376238
CLUTHA,1.1732298020445544,0.6379676032117294,0.7980689806948011,0.7980689806948011
YUKON,29.029062858985142,24.222985309145095,35.58141058429926,29.029062858985142
TAKU,5.702496838633664,4.953910876119707,7.755826504868466,5.702496838633664
SUSITNA,17.062672857930693,15.11730315896957,19.433922927628032,17.062672857930693
STIKINE,14.353521707074258,14.037100236148873,13.372980301028669,14.037100236148873
SKEENA,3.1803297618168322,3.163268556959288,2.894734533470184,3.163268556959288
SKAGIT,0.7521904155445545,0.6727944547536076,0.8640184522244692,0.7521904155445545
NUSHAGAK,0.2470790737029701,0.2398571715312866,0.32099716805061107,0.2470790737029701
NASS,4.995947434846535,4.761868366083204,5.328499127726404,4.995947434846535
KUSKOKWIM,3.2677812224950493,2.8128048755910493,3.617265547641532,3.2677812224950493
FRASER,8.558411401579207,8.873947324981742,8.63135976001217,8.63135976001217
COPPER,69.74952535979705,52.301786168789945,81.22533732336083,69.74952535979705
COLUMBIA,6.363658928044554,6.3618891077271975,6.960776701029073,6.363658928044554
ALSEK,24.96230130262871,22.446751850644183,29.353342618775834,24.96230130262871
NELSON,1.0106125260445542,0.9869619642540357,1.1276362132644264,1.0106125260445542
MACKENZIE,3.5282887617772283,3.8629552325711387,4.146619820797025,3.8629552325711387
COLVILLE,0.0495179341039603,0.051348141121545954,0.07846390847172849,0.051348141121545954
YSYK-KOL,0.9526578540000001,0.6869301334273434,1.2329951705957845,0.9526578540000001
UVS NUUR,0.10449352200495035,0.08544149621781441,0.06082732140381965,0.08544149621781441
TARIM HE,37.24753129733168,20.507084775317402,38.953532411852365,37.24753129733168
TALAS,0.16460060749504946,0.1328672762454251,0.173298165540018,0.16460060749504946
LAKE BALKHASH,3.9745209478910892,3.106967653066398,5.527662311701952,3.9745209478910892
HAR US NUUR,0.5762180566485148,0.4606311621421575,0.4479777098954569,0.4606311621421575
CHUY,0.8661174999801979,0.6398407669896198,0.9361778350990886,0.8661174999801979
ARAL SEA,21.851277030623763,14.895546610706324,26.883040449544225,21.851277030623763
YELLOW RIVER,0.2813376548960395,0.2527594005456279,0.5643688094617345,0.2813376548960395
MEKONG,0.3065658307574257,0.28643807813756583,0.5783434156671663,0.3065658307574257
KAMCHATKA,0.9396091660247524,0.4918046390486325,0.7274408889499762,0.7274408889499762
SALWEEN,3.007896205554456,2.6364113009227648,4.365176694075468,3.007896205554456
IRRAWADDY,0.1886792325346534,0.1551154066071841,0.22851138190837839,0.1886792325346534
INDUS,57.75444175602476,31.90904215954889,60.00087641467323,57.75444175602476
GANGES,22.834448026737626,11.80840529424792,45.11806644013372,22.834448026737626
BRAHMAPUTRA,32.30384948326238,24.624900755058025,40.44519581860515,32.30384948326238
OB,1.8004817672623759,1.5550557737511066,1.7750894381806894,1.7750894381806894
INDIGIRKA,0.3193721343712871,0.28762863368395497,0.3842628861330747,0.3193721343712871
YANGTZE,3.700923621861386,2.7873426661645424,6.115372949045302,3.700923621861386
