,Aridity_Index_Avg,Average Precipitation Trend,GlacierAreaFrac,Mean_Volume_Loss_ssp126,Mean_Volume_Loss_ssp245,Mean_Volume_Loss_ssp370,Mean_Volume_Loss_ssp585,Mean_Initial_Volumes_ssp126,Mean_Initial_Volumes_ssp245,Mean_Initial_Volumes_ssp370,Mean_Initial_Volumes_ssp585,#glaciers
CHICO,4.3334875974133045,-60844671.82924433,0.0010595503399249,1.009861538461538,1.0571307692307688,1.0680769230769227,1.0700076923076918,1.0704999999999996,1.0704999999999996,1.0704999999999996,1.0704999999999996,109
TORNEALVEN,1.274652121270996,-66749375.912149794,0.0008447609088128,1.333553846153846,1.4401153846153842,1.5036999999999996,1.514830769230769,1.5414999999999996,1.5414999999999996,1.5414999999999996,1.5414999999999996,64
THJORSA,3.896641111414828,-14579253.322197871,0.1174564497813428,107.44829999999992,128.18231538461535,161.9287846153846,176.96136153846152,289.37359999999995,289.37359999999995,289.37359999999995,289.37359999999995,22
OLFUSA,0.1802563636348339,1071907.7376094924,0.1184890714644757,66.94157692307694,78.64563846153848,94.01547692307692,103.89072307692308,159.2725,159.2725,159.2725,159.2725,41
LULEALVEN,0.2179504738181094,-1070587.3136942969,0.0102712817964705,15.827530769230767,17.43446923076923,18.55603846153846,19.003246153846153,20.4367,20.4367,20.4367,20.4367,244
KUBAN,1.7103072407643307,22697441.58570243,0.0033053591450996,5.444723076923077,5.755061538461539,5.958138461538461,6.02556923076923,6.097592307692309,6.113238461538462,6.113023076923076,6.113153846153846,285
KALIXALVEN,1.3381655478448868,29767881.16023662,0.0022517052168521,1.4370846153846162,1.576653846153847,1.6522076923076932,1.6672307692307702,1.699200000000001,1.699200000000001,1.699200000000001,1.699200000000001,59
GLOMAA,3.8020599135920703,-39275432.79229325,0.0066476659241461,14.299684615384612,15.92081538461538,17.88847692307692,18.583653846153844,20.187299999999997,20.187299999999997,20.187299999999997,20.187299999999997,284
DRAMSELVA,4.994450695413712,-21322309.30401136,0.0018372302943831,1.7780000000000002,1.9584230769230773,2.2185538461538465,2.3534,2.8128,2.8128,2.8128,2.8128,50
SVARTA,2.902561671157714,-28291146.773358326,0.0776664613316906,23.504115384615375,30.420392307692296,36.40882307692306,41.35743846153845,61.44389999999999,61.44389999999999,61.44389999999999,61.44389999999999,19
LAGARFLJOT,0.7619323513154427,-28253952.933795504,0.046602531186758,18.24993076923078,19.118969230769235,23.531007692307696,25.382130769230773,37.96940000000001,37.96940000000001,37.96940000000001,37.96940000000001,10
JOKULSA A FJOLLUM,1.846350483203281,52307347.75658382,0.1454174834437086,166.89169230769232,168.231576923077,217.50622307692305,249.71842307692307,482.3197,482.3197,482.3197,482.3197,10
CLUTHA,5.19228411951028,-6453632.6281887,0.0076009151188491,3.968484615384617,4.904046153846153,5.557207692307693,5.626484615384616,6.135046153846155,6.033592307692307,6.065192307692309,6.0212076923076925,660
YUKON,2.1285905365695768,-35139343.90758146,0.0120027953168836,810.1242230769228,969.1305923076924,1123.5408307692303,1276.1168076923077,1948.3888615384612,1948.3885153846152,1948.3884307692304,1948.3843615384612,2948
TAKU,3.4988987820099617,-35988954.21733693,0.076802291539901,122.30963076923076,140.6040846153846,152.83113076923075,161.00968461538463,179.0144,179.0144,179.0144,179.0144,639
SUSITNA,2.6803400662944323,119138007.58120556,0.0852667352589491,399.7032615384616,464.6980538461538,533.8180769230769,593.4416692307693,795.3364,795.3364,795.3364,795.3364,1256
STIKINE,3.012718851310626,83168124.85009317,0.0706287665689554,272.21699230769235,307.45570000000004,332.3752615384616,346.3310076923077,378.9362,378.9362,378.9362,378.9362,2264
